75.8
124.56
289.91
373.13
515.64
468.84
488.89
407.67
330.93
168.38
107.53
61.87
59.09
121.06
199.93
402.81
557.06
596.57
618.55
433.42
317.14
159.6
101.84
61.46
65.08
146.54
254.21
428.69
453.43
570.67
540.42
424.19
319.93
193.54
80.5
63.17
87.49
132.03
295.37
474.85
513.64
601.57
483.12
444.88
322.9
173.42
30.7
